Name	Gender	Edition	Category	MovieTitle	Director	Date
Giorgio Moroder	Male	51st Academy Awards	Academy Award for Best Original Score	Midnight Express	Alan Parker	1979-04-09T00:00:00Z
Paul Sylbert	Male	51st Academy Awards	Academy Award for Best Production Design	Heaven Can Wait	Warren Beatty	1979-04-09T00:00:00Z
Nestor Almendros	Male	51st Academy Awards	Academy Award for Best Cinematography	Days of Heaven	Terrence Malick	1979-04-09T00:00:00Z
Joe Renzetti	Male	51st Academy Awards	Academy Award for Best Original Song Score	The Buddy Holly Story	Steve Rash	1979-04-09T00:00:00Z
Maggie Smith	Female	51st Academy Awards	Academy Award for Best Supporting Actress	California Suite	Herbert Ross	1979-04-09T00:00:00Z
Anthony Powell	Male	51st Academy Awards	Academy Award for Best Costume Design	Death on the Nile	John Guillermin	1979-04-09T00:00:00Z
Jon Voight	Male	51st Academy Awards	Academy Award for Best Actor	Coming Home	Hal Ashby	1979-04-09T00:00:00Z
Jane Fonda	Female	51st Academy Awards	Academy Award for Best Actress	Coming Home	Hal Ashby	1979-04-09T00:00:00Z
Robert C. Jones	Male	51st Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Coming Home	Hal Ashby	1979-04-09T00:00:00Z
John Weldon	Male	51st Academy Awards	Academy Award for Best Animated Short Film	Special Delivery	John Weldon	1979-04-09T00:00:00Z
Jacqueline Phillips Shedd	Female	51st Academy Awards	Academy Award for Best Documentary (Short Subject)	The Flight of the Gossamer Condor	Ben Shedd	1979-04-09T00:00:00Z
Bertrand Blier	Male	51st Academy Awards	Academy Award for Best Foreign Language Film	Get Out Your Handkerchiefs	Bertrand Blier	1979-04-09T00:00:00Z
Arnold Shapiro	Male	51st Academy Awards	Academy Award for Best Documentary Feature	Scared Straight!	Arnold Shapiro	1979-04-09T00:00:00Z
Taylor Hackford	Male	51st Academy Awards	Academy Award for Best Live Action Short Film	Teenage Father	Taylor Hackford	1979-04-09T00:00:00Z
John Korty	Male	50th Academy Awards	Academy Award for Best Documentary Feature	Who Are the DeBolts? And Where Did They Get Nineteen Kids?	John Korty	1978-04-03T00:00:00Z
Richard Dreyfuss	Male	50th Academy Awards	Academy Award for Best Actor	The Goodbye Girl	Herbert Ross	1978-04-03T00:00:00Z
Jonathan Tunick	Male	50th Academy Awards	Academy Award for Best Original Song Score	A Little Night Music	Harold Prince	1978-04-03T00:00:00Z
Charles H. Joffe	Male	50th Academy Awards	Academy Award for Best Picture	Annie Hall	Woody Allen	1978-04-03T00:00:00Z
Woody Allen	Male	50th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Annie Hall	Woody Allen	1978-04-03T00:00:00Z
Woody Allen	Male	50th Academy Awards	Academy Award for Best Director	Annie Hall	Woody Allen	1978-04-03T00:00:00Z
Diane Keaton	Female	50th Academy Awards	Academy Award for Best Actress	Annie Hall	Woody Allen	1978-04-03T00:00:00Z
Vilmos Zsigmond	Female	50th Academy Awards	Academy Award for Best Cinematography	Close Encounters of the Third Kind	Steven Spielberg	1978-04-03T00:00:00Z
Moshe Mizrahi	Male	50th Academy Awards	Academy Award for Best Foreign Language Film	Madame Rosa	Moshe Mizrahi	1978-04-03T00:00:00Z
Vanessa Redgrave	Female	50th Academy Awards	Academy Award for Best Supporting Actress	Julia	Fred Zinnemann	1978-04-03T00:00:00Z
Jason Robards	Male	50th Academy Awards	Academy Award for Best Supporting Actor	Julia	Fred Zinnemann	1978-04-03T00:00:00Z
Alvin Sargent	Male	50th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Julia	Fred Zinnemann	1978-04-03T00:00:00Z
Ray West	Male	50th Academy Awards	Academy Award for Best Sound Mixing	Star Wars Episode IV: A New Hope	George Lucas	1978-04-03T00:00:00Z
Leslie Dilley	Male	50th Academy Awards	Academy Award for Best Production Design	Star Wars Episode IV: A New Hope	George Lucas	1978-04-03T00:00:00Z
John Mollo	Male	50th Academy Awards	Academy Award for Best Costume Design	Star Wars Episode IV: A New Hope	George Lucas	1978-04-03T00:00:00Z
John Williams	Male	50th Academy Awards	Academy Award for Best Original Score	Star Wars Episode IV: A New Hope	George Lucas	1978-04-03T00:00:00Z
Robert Blalack	Male	50th Academy Awards	Academy Award for Best Visual Effects	Star Wars Episode IV: A New Hope	George Lucas	1978-04-03T00:00:00Z
Richard Chew	Male	50th Academy Awards	Academy Award for Best Film Editing	Star Wars Episode IV: A New Hope	George Lucas	1978-04-03T00:00:00Z
Co Hoedeman	Male	50th Academy Awards	Academy Award for Best Animated Short Film	The Sand Castle	Co Hoedeman	1978-04-03T00:00:00Z
Yuki Yoshida	Male	50th Academy Awards	Academy Award for Best Live Action Short Film	I'll Find a Way	Beverly Shaffer	1978-04-03T00:00:00Z
Paddy Chayefsky	Male	49th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Network	Sidney Lumet	1977-03-28T00:00:00Z
Faye Dunaway	Female	49th Academy Awards	Academy Award for Best Actress	Network	Sidney Lumet	1977-03-28T00:00:00Z
Peter Finch	Male	49th Academy Awards	Academy Award for Best Actor	Network	Sidney Lumet	1977-03-28T00:00:00Z
Beatrice Straight	Female	49th Academy Awards	Academy Award for Best Supporting Actress	Network	Sidney Lumet	1977-03-28T00:00:00Z
Haskell Wexler	Male	49th Academy Awards	Academy Award for Best Cinematography	Bound for Glory	Hal Ashby	1977-03-28T00:00:00Z
Leonard Rosenman	Male	49th Academy Awards	Academy Award for Best Original Song Score	Bound for Glory	Hal Ashby	1977-03-28T00:00:00Z
George C. Jenkins	Male	49th Academy Awards	Academy Award for Best Production Design	All the President's Men	Alan J. Pakula	1977-03-28T00:00:00Z
William Goldman	Male	49th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	All the President's Men	Alan J. Pakula	1977-03-28T00:00:00Z
Jason Robards	Male	49th Academy Awards	Academy Award for Best Supporting Actor	All the President's Men	Alan J. Pakula	1977-03-28T00:00:00Z
Jim Webb	Male	49th Academy Awards	Academy Award for Best Sound Mixing	All the President's Men	Alan J. Pakula	1977-03-28T00:00:00Z
Danilo Donati	Male	49th Academy Awards	Academy Award for Best Costume Design	Fellini's Casanova	Federico Fellini	1977-03-28T00:00:00Z
John G. Avildsen	Male	49th Academy Awards	Academy Award for Best Director	Rocky	John G. Avildsen	1977-03-28T00:00:00Z
Irwin Winkler	Male	49th Academy Awards	Academy Award for Best Picture	Rocky	John G. Avildsen	1977-03-28T00:00:00Z
Richard Halsey	Male	49th Academy Awards	Academy Award for Best Film Editing	Rocky	John G. Avildsen	1977-03-28T00:00:00Z
Jerry Goldsmith	Male	49th Academy Awards	Academy Award for Best Original Score	The Omen	Richard Donner	1977-03-28T00:00:00Z
Suzanne Baker	Female	49th Academy Awards	Academy Award for Best Animated Short Film	Leisure	Bruce Petty	1977-03-28T00:00:00Z
Lynne Littman	Female	49th Academy Awards	Academy Award for Best Documentary (Short Subject)	Number Our Days	Lynne Littman	1977-03-28T00:00:00Z
Peter Werner	Male	49th Academy Awards	Academy Award for Best Live Action Short Film	In the Region of Ice	Peter Werner	1977-03-28T00:00:00Z
Jean-Jacques Annaud	Male	49th Academy Awards	Academy Award for Best Foreign Language Film	Black and White in Color	Jean-Jacques Annaud	1977-03-28T00:00:00Z
John Alcott	Male	48th Academy Awards	Academy Award for Best Cinematography	Barry Lyndon	Stanley Kubrick	1976-03-29T00:00:00Z
Ulla-Britt Soderlund	Female	48th Academy Awards	Academy Award for Best Costume Design	Barry Lyndon	Stanley Kubrick	1976-03-29T00:00:00Z
Roy Walker	Male	48th Academy Awards	Academy Award for Best Production Design	Barry Lyndon	Stanley Kubrick	1976-03-29T00:00:00Z
Leonard Rosenman	Male	48th Academy Awards	Academy Award for Best Original Song Score	Barry Lyndon	Stanley Kubrick	1976-03-29T00:00:00Z
Frank Pierson	Male	48th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Dog Day Afternoon	Sidney Lumet	1976-03-29T00:00:00Z
Verna Fields	Female	48th Academy Awards	Academy Award for Best Film Editing	Jaws	Steven Spielberg	1976-03-29T00:00:00Z
John Williams	Male	48th Academy Awards	Academy Award for Best Original Dramatic Score	Jaws	Steven Spielberg	1976-03-29T00:00:00Z
Robert Hoyt	Male	48th Academy Awards	Academy Award for Best Sound Mixing	Jaws	Steven Spielberg	1976-03-29T00:00:00Z
Saul Zaentz	Male	48th Academy Awards	Academy Award for Best Picture	One Flew Over the Cuckoo's Nest	Milos Forman	1976-03-29T00:00:00Z
Milos Forman	Male	48th Academy Awards	Academy Award for Best Director	One Flew Over the Cuckoo's Nest	Milos Forman	1976-03-29T00:00:00Z
Louise Fletcher	Female	48th Academy Awards	Academy Award for Best Actress	One Flew Over the Cuckoo's Nest	Milos Forman	1976-03-29T00:00:00Z
Bo Goldman	Male	48th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	One Flew Over the Cuckoo's Nest	Milos Forman	1976-03-29T00:00:00Z
Jack Nicholson	Male	48th Academy Awards	Academy Award for Best Actor	One Flew Over the Cuckoo's Nest	Milos Forman	1976-03-29T00:00:00Z
Lee Grant	Female	48th Academy Awards	Academy Award for Best Supporting Actress	Shampoo	Hal Ashby	1976-03-29T00:00:00Z
Robin Lehman	Male	48th Academy Awards	Academy Award for Best Documentary (Short Subject)	The End of the Game	Robin Lehman	1976-03-29T00:00:00Z
Bob Godfrey	Male	48th Academy Awards	Academy Award for Best Animated Short Film	Great	Bob Godfrey	1976-03-29T00:00:00Z
George Burns	Male	48th Academy Awards	Academy Award for Best Supporting Actor	The Sunshine Boys	Herbert Ross	1976-03-29T00:00:00Z
Lawrence Schiller	Male	48th Academy Awards	Academy Award for Best Documentary Feature	The Man Who Skied Down Everest	Lawrence Schiller	1976-03-29T00:00:00Z
Bert Salzman	Male	48th Academy Awards	Academy Award for Best Live Action Short Film	Angel and Big Joe	Bert Salzman	1976-03-29T00:00:00Z
Robert Towne	Male	47th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Chinatown	Roman Polanski	1975-04-08T00:00:00Z
Will Vinton	Male	47th Academy Awards	Academy Award for Best Animated Short Film	Closed Mondays	Bob Gardiner	1975-04-08T00:00:00Z
Carl Kress	Male	47th Academy Awards	Academy Award for Best Film Editing	The Towering Inferno	John Guillermin	1975-04-08T00:00:00Z
Joseph F. Biroc	Male	47th Academy Awards	Academy Award for Best Cinematography	The Towering Inferno	John Guillermin	1975-04-08T00:00:00Z
Ronald Pierce	Male	47th Academy Awards	Academy Award for Best Sound Mixing	Earthquake	Mark Robson	1975-04-08T00:00:00Z
Francis Ford Coppola	Male	47th Academy Awards	Academy Award for Best Director	The Godfather Part II	Francis Ford Coppola	1975-04-08T00:00:00Z
Gray Frederickson	Male	47th Academy Awards	Academy Award for Best Picture	The Godfather Part II	Francis Ford Coppola	1975-04-08T00:00:00Z
Carmine Coppola	Male	47th Academy Awards	Academy Award for Best Original Dramatic Score	The Godfather Part II	Francis Ford Coppola	1975-04-08T00:00:00Z
George R. Nelson	Male	47th Academy Awards	Academy Award for Best Production Design	The Godfather Part II	Francis Ford Coppola	1975-04-08T00:00:00Z
Robert De Niro	Male	47th Academy Awards	Academy Award for Best Supporting Actor	The Godfather Part II	Francis Ford Coppola	1975-04-08T00:00:00Z
Francis Ford Coppola	Male	47th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	The Godfather Part II	Francis Ford Coppola	1975-04-08T00:00:00Z
Nelson Riddle	Male	47th Academy Awards	Academy Award for Best Original Song Score	The Great Gatsby	Jack Clayton	1975-04-08T00:00:00Z
Theoni V. Aldredge	Female	47th Academy Awards	Academy Award for Best Costume Design	The Great Gatsby	Jack Clayton	1975-04-08T00:00:00Z
Art Carney	Male	47th Academy Awards	Academy Award for Best Actor	Harry and Tonto	Paul Mazursky	1975-04-08T00:00:00Z
Ellen Burstyn	Female	47th Academy Awards	Academy Award for Best Actress	Alice Doesn't Live Here Anymore	Martin Scorsese	1975-04-08T00:00:00Z
Federico Fellini	Male	47th Academy Awards	Academy Award for Best Foreign Language Film	Amarcord	Federico Fellini	1975-04-08T00:00:00Z
Edmond Sechan	Male	47th Academy Awards	Academy Award for Best Live Action Short Film	One-Eyed Men Are Kings	Edmond Sechan	1975-04-08T00:00:00Z
Robin Lehman	Male	47th Academy Awards	Academy Award for Best Documentary (Short Subject)	Don't	Robin Lehman	1975-04-08T00:00:00Z
Ingrid Bergman	Female	47th Academy Awards	Academy Award for Best Supporting Actress	Murder on the Orient Express	Sidney Lumet	1975-04-08T00:00:00Z
Peter Davis	Male	47th Academy Awards	Academy Award for Best Documentary Feature	Hearts and Minds	Peter Davis	1975-04-08T00:00:00Z
Tatum O'Neal	Female	46th Academy Awards	Academy Award for Best Supporting Actress	Paper Moon	Peter Bogdanovich	1974-04-02T00:00:00Z
William Peter Blatty	Male	46th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	The Exorcist	William Friedkin	1974-04-02T00:00:00Z
Robert Knudson	Male	46th Academy Awards	Academy Award for Best Sound Mixing	The Exorcist	William Friedkin	1974-04-02T00:00:00Z
Tony Bill	Male	46th Academy Awards	Academy Award for Best Picture	The Sting	George Roy Hill	1974-04-02T00:00:00Z
David S. Ward	Male	46th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	The Sting	George Roy Hill	1974-04-02T00:00:00Z
George Roy Hill	Male	46th Academy Awards	Academy Award for Best Director	The Sting	George Roy Hill	1974-04-02T00:00:00Z
William H. Reynolds	Male	46th Academy Awards	Academy Award for Best Film Editing	The Sting	George Roy Hill	1974-04-02T00:00:00Z
Henry Bumstead	Male	46th Academy Awards	Academy Award for Best Production Design	The Sting	George Roy Hill	1974-04-02T00:00:00Z
Edith Head	Female	46th Academy Awards	Academy Award for Best Costume Design	The Sting	George Roy Hill	1974-04-02T00:00:00Z
Marvin Hamlisch	Male	46th Academy Awards	Academy Award for Best Original Song Score	The Sting	George Roy Hill	1974-04-02T00:00:00Z
John Houseman	Male	46th Academy Awards	Academy Award for Best Supporting Actor	The Paper Chase	James Bridges	1974-04-02T00:00:00Z
Frank Mouris	Male	46th Academy Awards	Academy Award for Best Animated Short Film	Frank Film	Frank Mouris	1974-04-02T00:00:00Z
Jack Lemmon	Male	46th Academy Awards	Academy Award for Best Actor	Save the Tiger	John G. Avildsen	1974-04-02T00:00:00Z
Sven Nykvist	Male	46th Academy Awards	Academy Award for Best Cinematography	Cries and Whispers	Ingmar Bergman	1974-04-02T00:00:00Z
Francois Truffaut	Male	46th Academy Awards	Academy Award for Best Foreign Language Film	Day for Night	Francois Truffaut	1974-04-02T00:00:00Z
Marvin Hamlisch	Male	46th Academy Awards	Academy Award for Best Original Dramatic Score	The Way We Were	Sydney Pollack	1974-04-02T00:00:00Z
Julian Krainin	Male	46th Academy Awards	Academy Award for Best Documentary (Short Subject)	Princeton: A Search for Answers	Julian Krainin	1974-04-02T00:00:00Z
Kieth Merrill	Male	46th Academy Awards	Academy Award for Best Documentary Feature	The Great American Cowboy	Kieth Merrill	1974-04-02T00:00:00Z
Glenda Jackson	Female	46th Academy Awards	Academy Award for Best Actress	A Touch of Class	Melvin Frank	1974-04-02T00:00:00Z
Larry Russell	Male	45th Academy Awards	Academy Award for Best Original Dramatic Score	Limelight	Charlie Chaplin	1973-03-27T00:00:00Z
Jeremy Larner	Male	45th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	The Candidate	Michael Ritchie	1973-03-27T00:00:00Z
Luis Bunuel	Male	45th Academy Awards	Academy Award for Best Foreign Language Film	The Discreet Charm of the Bourgeoisie	Luis Bunuel	1973-03-27T00:00:00Z
Richard Williams	Male	45th Academy Awards	Academy Award for Best Animated Short Film	A Christmas Carol	Richard Williams	1973-03-27T00:00:00Z
Albert S. Ruddy	Male	45th Academy Awards	Academy Award for Best Picture	The Godfather	Francis Ford Coppola	1973-03-27T00:00:00Z
Marlon Brando	Male	45th Academy Awards	Academy Award for Best Actor	The Godfather	Francis Ford Coppola	1973-03-27T00:00:00Z
Francis Ford Coppola	Male	45th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	The Godfather	Francis Ford Coppola	1973-03-27T00:00:00Z
Ralph Burns	Male	45th Academy Awards	Academy Award for Best Original Song Score	Cabaret	Bob Fosse	1973-03-27T00:00:00Z
Joel Grey	Male	45th Academy Awards	Academy Award for Best Supporting Actor	Cabaret	Bob Fosse	1973-03-27T00:00:00Z
David Hildyard	Male	45th Academy Awards	Academy Award for Best Sound Mixing	Cabaret	Bob Fosse	1973-03-27T00:00:00Z
Herbert Strabel	Male	45th Academy Awards	Academy Award for Best Production Design	Cabaret	Bob Fosse	1973-03-27T00:00:00Z
Geoffrey Unsworth	Male	45th Academy Awards	Academy Award for Best Cinematography	Cabaret	Bob Fosse	1973-03-27T00:00:00Z
Liza Minnelli	Female	45th Academy Awards	Academy Award for Best Actress	Cabaret	Bob Fosse	1973-03-27T00:00:00Z
David Bretherton	Male	45th Academy Awards	Academy Award for Best Film Editing	Cabaret	Bob Fosse	1973-03-27T00:00:00Z
Bob Fosse	Male	45th Academy Awards	Academy Award for Best Director	Cabaret	Bob Fosse	1973-03-27T00:00:00Z
Sarah Kernochan	Female	45th Academy Awards	Academy Award for Best Documentary Feature	Marjoe	Sarah Kernochan	1973-03-27T00:00:00Z
Eileen Heckart	Female	45th Academy Awards	Academy Award for Best Supporting Actress	Butterflies Are Free	Milton Katselas	1973-03-27T00:00:00Z
Anthony Powell	Male	45th Academy Awards	Academy Award for Best Costume Design	Travels with My Aunt	George Cukor	1973-03-27T00:00:00Z
Martina Huguenot van der Linden	Female	45th Academy Awards	Academy Award for Best Documentary (Short Subject)	This Tiny World	Charles Huguenot van der Linden	1973-03-27T00:00:00Z
Oswald Morris	Male	44th Academy Awards	Academy Award for Best Cinematography	Fiddler on the Roof	Norman Jewison	1972-04-10T00:00:00Z
Gordon McCallum	Male	44th Academy Awards	Academy Award for Best Sound Mixing	Fiddler on the Roof	Norman Jewison	1972-04-10T00:00:00Z
John Williams	Male	44th Academy Awards	Academy Award for Best Original Song Score	Fiddler on the Roof	Norman Jewison	1972-04-10T00:00:00Z
Vittorio De Sica	Male	44th Academy Awards	Academy Award for Best Foreign Language Film	The Garden of the Finzi-Continis	Vittorio De Sica	1972-04-10T00:00:00Z
Philip D'Antoni	Male	44th Academy Awards	Academy Award for Best Picture	The French Connection	William Friedkin	1972-04-10T00:00:00Z
William Friedkin	Male	44th Academy Awards	Academy Award for Best Director	The French Connection	William Friedkin	1972-04-10T00:00:00Z
Gerald B. Greenberg	Male	44th Academy Awards	Academy Award for Best Film Editing	The French Connection	William Friedkin	1972-04-10T00:00:00Z
Ernest Tidyman	Male	44th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	The French Connection	William Friedkin	1972-04-10T00:00:00Z
Gene Hackman	Male	44th Academy Awards	Academy Award for Best Actor	The French Connection	William Friedkin	1972-04-10T00:00:00Z
Antonio Canovas del Castillo de Rey	Male	44th Academy Awards	Academy Award for Best Costume Design	Nicholas and Alexandra	Franklin J. Schaffner	1972-04-10T00:00:00Z
Gil Parrondo	Male	44th Academy Awards	Academy Award for Best Production Design	Nicholas and Alexandra	Franklin J. Schaffner	1972-04-10T00:00:00Z
Walon Green	Male	44th Academy Awards	Academy Award for Best Documentary Feature	The Hellstrom Chronicle	Walon Green	1972-04-10T00:00:00Z
Cloris Leachman	Female	44th Academy Awards	Academy Award for Best Supporting Actress	The Last Picture Show	Peter Bogdanovich	1972-04-10T00:00:00Z
Ben Johnson	Male	44th Academy Awards	Academy Award for Best Supporting Actor	The Last Picture Show	Peter Bogdanovich	1972-04-10T00:00:00Z
Jane Fonda	Female	44th Academy Awards	Academy Award for Best Actress	Klute	Alan J. Pakula	1972-04-10T00:00:00Z
Eustace Lycett	Male	44th Academy Awards	Academy Award for Best Visual Effects	Bedknobs and Broomsticks	Robert Stevenson	1972-04-10T00:00:00Z
Michel Legrand	Male	44th Academy Awards	Academy Award for Best Original Dramatic Score	Summer of '42	Robert Mulligan	1972-04-10T00:00:00Z
Paddy Chayefsky	Male	44th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	The Hospital	Arthur Hiller	1972-04-10T00:00:00Z
Ted Petok	Male	44th Academy Awards	Academy Award for Best Animated Short Film	The Crunch Bird	Ted Petok	1972-04-10T00:00:00Z
Glenda Jackson	Female	43rd Academy Awards	Academy Award for Best Actress	Women in Love	Ken Russell	1971-04-15T00:00:00Z
Helen Hayes	Female	43rd Academy Awards	Academy Award for Best Supporting Actress	Airport	George Seaton	1971-04-15T00:00:00Z
A. D. Flowers	Male	43rd Academy Awards	Academy Award for Best Visual Effects	Tora! Tora! Tora!	Richard Fleischer	1971-04-15T00:00:00Z
Frank McCarthy	Male	43rd Academy Awards	Academy Award for Best Picture	Patton	Franklin J. Schaffner	1971-04-15T00:00:00Z
Edmund H. North	Male	43rd Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Patton	Franklin J. Schaffner	1971-04-15T00:00:00Z
Franklin J. Schaffner	Male	43rd Academy Awards	Academy Award for Best Director	Patton	Franklin J. Schaffner	1971-04-15T00:00:00Z
Hugh S. Fowler	Male	43rd Academy Awards	Academy Award for Best Film Editing	Patton	Franklin J. Schaffner	1971-04-15T00:00:00Z
George C. Scott	Male	43rd Academy Awards	Academy Award for Best Actor	Patton	Franklin J. Schaffner	1971-04-15T00:00:00Z
Gil Parrondo	Male	43rd Academy Awards	Academy Award for Best Production Design	Patton	Franklin J. Schaffner	1971-04-15T00:00:00Z
Don Bassman	Male	43rd Academy Awards	Academy Award for Best Sound Mixing	Patton	Franklin J. Schaffner	1971-04-15T00:00:00Z
Ring Lardner	Male	43rd Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	MASH	Robert Altman	1971-04-15T00:00:00Z
Elio Petri	Male	43rd Academy Awards	Academy Award for Best Foreign Language Film	Investigation of a Citizen Above Suspicion	Elio Petri	1971-04-15T00:00:00Z
George Harrison	Male	43rd Academy Awards	Academy Award for Best Original Song Score	Let It Be	Michael Lindsay-Hogg	1971-04-15T00:00:00Z
Vittorio Nino Novarese	Male	43rd Academy Awards	Academy Award for Best Costume Design	Cromwell	Ken Hughes	1971-04-15T00:00:00Z
Francis Lai	Male	43rd Academy Awards	Academy Award for Best Original Score	Love Story	Arthur Hiller	1971-04-15T00:00:00Z
John Mills	Male	43rd Academy Awards	Academy Award for Best Supporting Actor	Ryan's Daughter	David Lean	1971-04-15T00:00:00Z
Freddie Young	Male	43rd Academy Awards	Academy Award for Best Cinematography	Ryan's Daughter	David Lean	1971-04-15T00:00:00Z
Nick Bosustow	Male	43rd Academy Awards	Academy Award for Best Animated Short Film	Is It Always Right to Be Right?	Lee Mishkin	1971-04-15T00:00:00Z
Joseph Strick	Male	43rd Academy Awards	Academy Award for Best Documentary (Short Subject)	Interviews with My Lai Veterans	Joseph Strick	1971-04-15T00:00:00Z
John Wayne	Male	42nd Academy Awards	Academy Award for Best Actor	True Grit	Henry Hathaway	1970-04-07T00:00:00Z
Robie Robinson	Male	42nd Academy Awards	Academy Award for Best Visual Effects	Marooned	John Sturges	1970-04-07T00:00:00Z
Lionel Newman	Male	42nd Academy Awards	Academy Award for Best Original Musical Score	"Hello, Dolly!"	Gene Kelly	1970-04-07T00:00:00Z
George Hopkins	Male	42nd Academy Awards	Academy Award for Best Production Design	"Hello, Dolly!"	Gene Kelly	1970-04-07T00:00:00Z
Murray Spivack	Male	42nd Academy Awards	Academy Award for Best Sound Mixing	"Hello, Dolly!"	Gene Kelly	1970-04-07T00:00:00Z
Goldie Hawn	Female	42nd Academy Awards	Academy Award for Best Supporting Actress	Cactus Flower	Gene Saks	1970-04-07T00:00:00Z
William Goldman	Male	42nd Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Butch Cassidy and the Sundance Kid	George Roy Hill	1970-04-07T00:00:00Z
Conrad Hall	Male	42nd Academy Awards	Academy Award for Best Cinematography	Butch Cassidy and the Sundance Kid	George Roy Hill	1970-04-07T00:00:00Z
Burt Bacharach	Male	42nd Academy Awards	"Academy Award for Best Original Score, no Musical"	Butch Cassidy and the Sundance Kid	George Roy Hill	1970-04-07T00:00:00Z
Jerome Hellman	Male	42nd Academy Awards	Academy Award for Best Picture	Midnight Cowboy	John Schlesinger	1970-04-07T00:00:00Z
John Schlesinger	Male	42nd Academy Awards	Academy Award for Best Director	Midnight Cowboy	John Schlesinger	1970-04-07T00:00:00Z
Waldo Salt	Male	42nd Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Midnight Cowboy	John Schlesinger	1970-04-07T00:00:00Z
Francoise Bonnot	Female	42nd Academy Awards	Academy Award for Best Film Editing	Z	Costa-Gavras	1970-04-07T00:00:00Z
Costa-Gavras	Male	42nd Academy Awards	Academy Award for Best Foreign Language Film	Z	Costa-Gavras	1970-04-07T00:00:00Z
Maggie Smith	Female	42nd Academy Awards	Academy Award for Best Actress	The Prime of Miss Jean Brodie	Ronald Neame	1970-04-07T00:00:00Z
Gig Young	Male	42nd Academy Awards	Academy Award for Best Supporting Actor	"They Shoot Horses, Don't They?"	Sydney Pollack	1970-04-07T00:00:00Z
Robert M. Fresco	Male	42nd Academy Awards	Academy Award for Best Documentary (Short Subject)	Czechoslovakia 1968	Denis Sanders	1970-04-07T00:00:00Z
Ward Kimball	Male	42nd Academy Awards	Academy Award for Best Animated Short Film	It's Tough to Be a Bird	Ward Kimball	1970-04-07T00:00:00Z
Margaret Furse	Female	42nd Academy Awards	Academy Award for Best Costume Design	Anne of the Thousand Days	Charles Jarrott	1970-04-07T00:00:00Z
Francois Reichenbach	Male	42nd Academy Awards	Academy Award for Best Documentary Feature	Arthur Rubinstein The Love of Life	Francois Reichenbach	1970-04-07T00:00:00Z
Ruth Gordon	Female	41st Academy Awards	Academy Award for Best Supporting Actress	Rosemary's Baby	Roman Polanski	1969-04-14T00:00:00Z
Pasqualino De Santis	Male	41st Academy Awards	Academy Award for Best Cinematography	Romeo and Juliet	Franco Zeffirelli	1969-04-14T00:00:00Z
Danilo Donati	Male	41st Academy Awards	Academy Award for Best Costume Design	Romeo and Juliet	Franco Zeffirelli	1969-04-14T00:00:00Z
Mel Brooks	Male	41st Academy Awards	"Academy Award for Best Writing, Original Screenplay"	The Producers	Mel Brooks	1969-04-14T00:00:00Z
Frank P. Keller	Male	41st Academy Awards	Academy Award for Best Film Editing	Bullitt	Peter Yates	1969-04-14T00:00:00Z
Stanley Kubrick	Male	41st Academy Awards	Academy Award for Best Visual Effects	2001: A Space Odyssey	Stanley Kubrick	1969-04-14T00:00:00Z
John Woolf	Male	41st Academy Awards	Academy Award for Best Picture	Oliver!	Carol Reed	1969-04-14T00:00:00Z
Carol Reed	Male	41st Academy Awards	Academy Award for Best Director	Oliver!	Carol Reed	1969-04-14T00:00:00Z
Johnny Green	Male	41st Academy Awards	Academy Award for Best Original Musical Score	Oliver!	Carol Reed	1969-04-14T00:00:00Z
Carol Reed	Male	41st Academy Awards	Academy Award for Best Sound Mixing	Oliver!	Carol Reed	1969-04-14T00:00:00Z
Terence Marsh	Male	41st Academy Awards	Academy Award for Best Production Design	Oliver!	Carol Reed	1969-04-14T00:00:00Z
John Barry	Male	41st Academy Awards	"Academy Award for Best Original Score, no Musical"	The Lion in Winter	Anthony Harvey	1969-04-14T00:00:00Z
Katharine Hepburn	Female	41st Academy Awards	Academy Award for Best Actress	The Lion in Winter	Anthony Harvey	1969-04-14T00:00:00Z
James Goldman	Male	41st Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	The Lion in Winter	Anthony Harvey	1969-04-14T00:00:00Z
Barbra Streisand	Female	41st Academy Awards	Academy Award for Best Actress	Funny Girl	William Wyler	1969-04-14T00:00:00Z
